"openmlid";"algorithm";"seed";"chosenmodel";"errorrate";"runtime"
"41142";"10cv-fix";"1";"RandomForestClassifier";"0.2784";"31672"
"41163";"10cv-fix";"8";"ExtraTreesClassifier";"0.0195";"46946"
"41165";"10cv-fix";"6";"ExtraTreesClassifier";"0.5653";"58707"
"41163";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.0196";"31633"
"41164";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.2851";"22343"
"41166";"10cv-fix";"5";"RandomForestClassifier";"0.3282";"40780"
"41168";"lccv-adaptive";"4";"RandomForestClassifier";"0.2943";"18969"
"41144";"lccv-adaptive";"0";"RandomForestClassifier";"0.2244";"5513"
"41166";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.3331";"26541"
"41142";"lccv-adaptive";"2";"RandomForestClassifier";"0.2794";"15680"
"41162";"10cv-fix";"9";"BernoulliNB";"0.0379";"6239"
"41143";"10cv-fix";"0";"RandomForestClassifier";"0.1952";"10530"
"41143";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.1961";"9847"
"41169";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.6454";"20810"
"41165";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.566";"35167"
"41144";"10cv-fix";"0";"RandomForestClassifier";"0.2254";"8530"
"41168";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.3053";"20343"
"41142";"10cv-fix";"2";"RandomForestClassifier";"0.2784";"30865"
"41166";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.3333";"26865"
"41164";"10cv-fix";"8";"ExtraTreesClassifier";"0.2847";"27374"
"41163";"10cv-fix";"9";"MLPClassifier";"0.0267";"45846"
"41143";"10cv-fix";"1";"RandomForestClassifier";"0.1961";"10260"
"41165";"10cv-fix";"7";"RandomForestClassifier";"0.557";"57800"
"41169";"10cv-fix";"3";"ExtraTreesClassifier";"0.6449";"37878"
"41145";"lccv-adaptive";"0";"RandomForestClassifier";"0.2458";"10675"
"41165";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.5666";"36008"
"41164";"lccv-adaptive";"9";"SGDClassifier";"0.3016";"22005"
"41143";"lccv-adaptive";"2";"RandomForestClassifier";"0.1958";"8698"
"41144";"lccv-adaptive";"1";"RandomForestClassifier";"0.2233";"5361"
"41166";"10cv-fix";"6";"RandomForestClassifier";"0.3286";"41047"
"41168";"10cv-fix";"4";"ExtraTreesClassifier";"0.3033";"34227"
"41169";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.6451";"20547"
"41142";"lccv-adaptive";"3";"RandomForestClassifier";"0.2772";"15627"
"41165";"10cv-fix";"8";"RandomForestClassifier";"0.5577";"57440"
"41164";"10cv-fix";"9";"RandomForestClassifier";"0.2962";"27544"
"41166";"lccv-adaptive";"8";"RandomForestClassifier";"0.3288";"26498"
"41166";"10cv-fix";"7";"RandomForestClassifier";"0.3281";"39841"
"41168";"lccv-adaptive";"6";"RandomForestClassifier";"0.2946";"19260"
"41168";"10cv-fix";"5";"ExtraTreesClassifier";"0.3051";"34762"
"41142";"10cv-fix";"3";"RandomForestClassifier";"0.2787";"30857"
"41169";"10cv-fix";"4";"ExtraTreesClassifier";"0.6447";"37533"
"41165";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.5685";"35625"
"41144";"10cv-fix";"1";"RandomForestClassifier";"0.2236";"9086"
"41144";"lccv-adaptive";"2";"RandomForestClassifier";"0.2235";"5217"
"41146";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0556";"4175"
"41145";"lccv-adaptive";"1";"RandomForestClassifier";"0.2467";"10231"
"41143";"10cv-fix";"2";"ExtraTreesClassifier";"0.1964";"9541"
"41145";"10cv-fix";"0";"GradientBoostingClassifier";"0.2483";"16192"
"41143";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.1964";"9221"
"41142";"lccv-adaptive";"4";"RandomForestClassifier";"0.278";"16608"
"41169";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.645";"21462"
"41168";"10cv-fix";"6";"ExtraTreesClassifier";"0.3051";"34983"
"41166";"10cv-fix";"8";"RandomForestClassifier";"0.3284";"39901"
"41146";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.055";"3970"
"41165";"10cv-fix";"9";"ExtraTreesClassifier";"0.5669";"57892"
"41169";"10cv-fix";"5";"ExtraTreesClassifier";"0.6446";"38232"
"41144";"10cv-fix";"2";"RandomForestClassifier";"0.2232";"8278"
"41168";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.3048";"19978"
"41166";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.3325";"26259"
"41142";"10cv-fix";"4";"RandomForestClassifier";"0.2794";"31211"
"41143";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.1965";"8653"
"41145";"lccv-adaptive";"2";"RandomForestClassifier";"0.2442";"10205"
"41146";"10cv-fix";"0";"ExtraTreesClassifier";"0.0556";"4411"
"41169";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.6449";"21541"
"41145";"10cv-fix";"1";"GradientBoostingClassifier";"0.2485";"16525"
"41144";"lccv-adaptive";"3";"RandomForestClassifier";"0.2264";"5493"
"41142";"lccv-adaptive";"5";"RandomForestClassifier";"0.279";"15964"
"41143";"10cv-fix";"3";"RandomForestClassifier";"0.1945";"9696"
"41168";"10cv-fix";"7";"ExtraTreesClassifier";"0.3049";"34506"
"41146";"10cv-fix";"1";"ExtraTreesClassifier";"0.0553";"4469"
"41169";"10cv-fix";"6";"ExtraTreesClassifier";"0.6454";"37649"
"41166";"10cv-fix";"9";"RandomForestClassifier";"0.3286";"40576"
"41144";"lccv-adaptive";"4";"RandomForestClassifier";"0.2219";"4813"
"41169";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.6448";"20570"
"41168";"lccv-adaptive";"8";"RandomForestClassifier";"0.2947";"19833"
"41143";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.1944";"9507"
"41143";"10cv-fix";"4";"RandomForestClassifier";"0.1965";"10302"
"41142";"10cv-fix";"5";"RandomForestClassifier";"0.2771";"32139"
"41147";"10cv-fix";"0";"GradientBoostingClassifier";"0.4956";"15948"
"41145";"10cv-fix";"2";"GradientBoostingClassifier";"0.2482";"15907"
"41145";"lccv-adaptive";"3";"RandomForestClassifier";"0.2457";"9845"
"41144";"10cv-fix";"3";"RandomForestClassifier";"0.2235";"8200"
"41142";"lccv-adaptive";"6";"RandomForestClassifier";"0.2773";"15600"
"41146";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0556";"4354"
"41144";"10cv-fix";"4";"RandomForestClassifier";"0.2266";"8576"
"41146";"10cv-fix";"2";"ExtraTreesClassifier";"0.056";"4213"
"41168";"10cv-fix";"8";"ExtraTreesClassifier";"0.3048";"34411"
"41168";"lccv-adaptive";"9";"RandomForestClassifier";"0.2945";"18885"
"41145";"lccv-adaptive";"4";"RandomForestClassifier";"0.2455";"10053"
"41143";"lccv-adaptive";"6";"RandomForestClassifier";"0.1947";"9604"
"41169";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.6451";"20826"
"41142";"10cv-fix";"6";"RandomForestClassifier";"0.2783";"30935"
"41156";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.1357";"2544"
"41143";"10cv-fix";"5";"RandomForestClassifier";"0.1953";"10041"
"41144";"lccv-adaptive";"5";"RandomForestClassifier";"0.2223";"5670"
"41142";"lccv-adaptive";"7";"RandomForestClassifier";"0.277";"15544"
"41146";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.055";"4244"
"41145";"10cv-fix";"3";"GradientBoostingClassifier";"0.2483";"17717"
"41169";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.6448";"21283"
"41142";"10cv-fix";"7";"RandomForestClassifier";"0.2789";"31497"
"41147";"lccv-adaptive";"3";"KNeighborsClassifier";"0.4444";"14952"
"41168";"10cv-fix";"9";"ExtraTreesClassifier";"0.3053";"34894"
"41144";"lccv-adaptive";"6";"RandomForestClassifier";"0.2255";"5450"
"41146";"10cv-fix";"3";"ExtraTreesClassifier";"0.0547";"4399"
"41169";"10cv-fix";"8";"ExtraTreesClassifier";"0.6443";"37459"
"41143";"10cv-fix";"6";"RandomForestClassifier";"0.1966";"9761"
"41145";"10cv-fix";"4";"GradientBoostingClassifier";"0.2482";"16337"
"41144";"10cv-fix";"5";"RandomForestClassifier";"0.2235";"8942"
"41142";"lccv-adaptive";"8";"RandomForestClassifier";"0.2781";"15482"
"41157";"lccv-adaptive";"0";"PassiveAggressiveClassifier";"0.142";"5219"
"41146";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0547";"4274"
"41156";"lccv-adaptive";"1";"GradientBoostingClassifier";"0.1358";"2958"
"41145";"lccv-adaptive";"5";"RandomForestClassifier";"0.2441";"10592"
"41143";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.1956";"9506"
"41156";"10cv-fix";"0";"GradientBoostingClassifier";"0.1358";"2215"
"41169";"10cv-fix";"9";"ExtraTreesClassifier";"0.6457";"37597"
"41144";"10cv-fix";"6";"RandomForestClassifier";"0.2242";"8100"
"41145";"lccv-adaptive";"6";"RandomForestClassifier";"0.2458";"9438"
"41146";"10cv-fix";"4";"ExtraTreesClassifier";"0.0552";"4707"
"41146";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.055";"4599"
"41142";"lccv-adaptive";"9";"RandomForestClassifier";"0.279";"14936"
"41158";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0535";"6617"
"41143";"10cv-fix";"7";"ExtraTreesClassifier";"0.1962";"9757"
"41157";"lccv-adaptive";"1";"PassiveAggressiveClassifier";"0.141";"5102"
"41156";"10cv-fix";"1";"GradientBoostingClassifier";"0.1358";"2422"
"41157";"10cv-fix";"0";"PassiveAggressiveClassifier";"0.151";"5740"
"41156";"lccv-adaptive";"2";"GradientBoostingClassifier";"0.1358";"3130"
"41142";"10cv-fix";"8";"RandomForestClassifier";"0.2789";"30599"
"41143";"lccv-adaptive";"8";"RandomForestClassifier";"0.194";"10448"
"41145";"10cv-fix";"5";"GradientBoostingClassifier";"0.2482";"16766"
"41144";"lccv-adaptive";"7";"RandomForestClassifier";"0.2227";"5196"
"41143";"10cv-fix";"8";"ExtraTreesClassifier";"0.1962";"10445"
"41145";"lccv-adaptive";"7";"RandomForestClassifier";"0.2461";"9737"
"41144";"10cv-fix";"7";"RandomForestClassifier";"0.223";"8204"
"41146";"10cv-fix";"5";"ExtraTreesClassifier";"0.0547";"4299"
"41144";"lccv-adaptive";"8";"RandomForestClassifier";"0.2216";"5698"
"41157";"lccv-adaptive";"2";"LinearSVC";"0.117";"5152"
"41146";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0558";"4115"
"41157";"10cv-fix";"1";"LinearSVC";"0.117";"5816"
"41159";"lccv-adaptive";"0";"RandomForestClassifier";"0.1819";"33490"
"41143";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.1956";"9563"
"41145";"10cv-fix";"6";"GradientBoostingClassifier";"0.2483";"16023"
"41158";"10cv-fix";"0";"ExtraTreesClassifier";"0.052";"11102"
"41142";"10cv-fix";"9";"RandomForestClassifier";"0.2781";"30671"
"41156";"lccv-adaptive";"3";"GradientBoostingClassifier";"0.1358";"2489"
"41158";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.0524";"6550"
"41156";"10cv-fix";"2";"GradientBoostingClassifier";"0.1356";"2101"
"41157";"10cv-fix";"2";"PassiveAggressiveClassifier";"0.15";"5631"
"41156";"lccv-adaptive";"4";"GradientBoostingClassifier";"0.1356";"2741"
"41156";"10cv-fix";"3";"GradientBoostingClassifier";"0.1358";"2203"
"41143";"10cv-fix";"9";"RandomForestClassifier";"0.194";"9975"
"41158";"10cv-fix";"1";"ExtraTreesClassifier";"0.0517";"10856"
"41144";"lccv-adaptive";"9";"RandomForestClassifier";"0.2254";"5908"
"41138";"lccv-adaptive";"0";"RidgeClassifier";"0.055";"1640"
"41159";"lccv-adaptive";"1";"RandomForestClassifier";"0.1826";"32698"
"41159";"10cv-fix";"0";"ExtraTreesClassifier";"0.2012";"50156"
"41158";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0515";"8529"
"41144";"10cv-fix";"8";"RandomForestClassifier";"0.2228";"8461"
"41157";"lccv-adaptive";"3";"LinearSVC";"0.117";"5054"
"41145";"10cv-fix";"7";"GradientBoostingClassifier";"0.2483";"16070"
"41146";"10cv-fix";"6";"ExtraTreesClassifier";"0.0549";"4186"
"41146";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0552";"4257"
"41145";"lccv-adaptive";"8";"RandomForestClassifier";"0.246";"10180"
"41157";"10cv-fix";"3";"PassiveAggressiveClassifier";"0.148";"5436"
"41146";"10cv-fix";"7";"ExtraTreesClassifier";"0.0552";"4525"
"41156";"10cv-fix";"4";"GradientBoostingClassifier";"0.1358";"2152"
"41138";"lccv-adaptive";"1";"RandomForestClassifier";"0.0361";"2876"
"41158";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.052";"6602"
"41145";"lccv-adaptive";"9";"RandomForestClassifier";"0.2454";"11345"
"41146";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0552";"4207"
"41159";"10cv-fix";"1";"ExtraTreesClassifier";"0.2001";"49980"
"41147";"lccv-adaptive";"7";"ExtraTreeClassifier";"0.4989";"14067"
"54";"lccv-adaptive";"0";"QuadraticDiscriminantAnalysis";"0.1484";"1389"
"41145";"10cv-fix";"8";"GradientBoostingClassifier";"0.2482";"16570"
"41159";"lccv-adaptive";"2";"RandomForestClassifier";"0.1824";"33697"
"41156";"lccv-adaptive";"5";"GradientBoostingClassifier";"0.1358";"2849"
"41144";"10cv-fix";"9";"RandomForestClassifier";"0.2223";"8489"
"41157";"lccv-adaptive";"4";"LinearSVC";"0.117";"5411"
"41158";"10cv-fix";"2";"ExtraTreesClassifier";"0.0517";"11394"
"41138";"10cv-fix";"0";"GradientBoostingClassifier";"0.0314";"2145"
"41147";"10cv-fix";"7";"GradientBoostingClassifier";"0.4889";"16082"
"41157";"10cv-fix";"4";"PassiveAggressiveClassifier";"0.137";"5921"
"41145";"10cv-fix";"9";"GradientBoostingClassifier";"0.2484";"16024"
"41159";"lccv-adaptive";"3";"RandomForestClassifier";"0.1821";"33020"
"41158";"10cv-fix";"3";"ExtraTreesClassifier";"0.0516";"10812"
"41158";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.0515";"6623"
"41159";"10cv-fix";"2";"ExtraTreesClassifier";"0.201";"50022"
"41146";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.055";"4738"
"54";"lccv-adaptive";"1";"QuadraticDiscriminantAnalysis";"0.1484";"1363"
"41138";"10cv-fix";"1";"RandomForestClassifier";"0.035";"2207"
"181";"lccv-adaptive";"0";"RandomForestClassifier";"0.3838";"3324"
"41146";"10cv-fix";"8";"ExtraTreesClassifier";"0.0555";"4290"
"41156";"10cv-fix";"5";"GradientBoostingClassifier";"0.1358";"2223"
"41156";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.1357";"2940"
"41157";"lccv-adaptive";"5";"LinearSVC";"0.117";"5602"
"41138";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.0354";"1990"
"41146";"10cv-fix";"9";"ExtraTreesClassifier";"0.0542";"4656"
"41156";"10cv-fix";"6";"GradientBoostingClassifier";"0.1359";"2227"
"41157";"10cv-fix";"5";"LinearSVC";"0.117";"5754"
"54";"10cv-fix";"1";"QuadraticDiscriminantAnalysis";"0.1484";"1438"
"181";"10cv-fix";"0";"RandomForestClassifier";"0.3878";"2991"
"188";"lccv-adaptive";"0";"RandomForestClassifier";"0.6125";"2081"
"41138";"10cv-fix";"2";"GradientBoostingClassifier";"0.032";"2341"
"41158";"lccv-adaptive";"5";"ExtraTreesClassifier";"0.0517";"7138"
"41159";"10cv-fix";"3";"ExtraTreesClassifier";"0.2001";"50447"
"41158";"10cv-fix";"4";"ExtraTreesClassifier";"0.0525";"10820"
"41159";"lccv-adaptive";"4";"RandomForestClassifier";"0.1825";"33880"
"181";"lccv-adaptive";"1";"RandomForestClassifier";"0.383";"2837"
"54";"lccv-adaptive";"2";"QuadraticDiscriminantAnalysis";"0.1484";"1439"
"41147";"10cv-fix";"8";"ExtraTreeClassifier";"0.5111";"17269"
"41157";"lccv-adaptive";"6";"PassiveAggressiveClassifier";"0.142";"4741"
"41156";"lccv-adaptive";"7";"GradientBoostingClassifier";"0.1358";"2806"
"41138";"lccv-adaptive";"3";"RidgeClassifier";"0.055";"1577"
"41157";"10cv-fix";"6";"LinearSVC";"0.117";"6163"
"41157";"lccv-adaptive";"7";"PassiveAggressiveClassifier";"0.15";"4991"
"41156";"10cv-fix";"7";"GradientBoostingClassifier";"0.1358";"2162"
"41159";"10cv-fix";"4";"ExtraTreesClassifier";"0.2006";"50418"
"41138";"10cv-fix";"3";"RandomForestClassifier";"0.0357";"2266"
"41156";"lccv-adaptive";"8";"GradientBoostingClassifier";"0.1358";"3259"
"41158";"10cv-fix";"5";"ExtraTreesClassifier";"0.0522";"11589"
"41158";"lccv-adaptive";"6";"ExtraTreesClassifier";"0.0518";"7118"
"1461";"lccv-adaptive";"0";"MLPClassifier";"0.112";"17241"
"41159";"lccv-adaptive";"5";"RandomForestClassifier";"0.1824";"33430"
"54";"10cv-fix";"2";"QuadraticDiscriminantAnalysis";"0.1484";"1412"
"181";"10cv-fix";"1";"RandomForestClassifier";"0.3846";"3158"
"54";"lccv-adaptive";"3";"QuadraticDiscriminantAnalysis";"0.1484";"1324"
"188";"10cv-fix";"0";"RandomForestClassifier";"0.6165";"1854"
"41138";"lccv-adaptive";"4";"LinearDiscriminantAnalysis";"0.0507";"1815"
"181";"lccv-adaptive";"2";"RandomForestClassifier";"0.3832";"3494"
"188";"lccv-adaptive";"1";"SGDClassifier";"0.6449";"1570"
"181";"10cv-fix";"2";"RandomForestClassifier";"0.3839";"2858"
"41159";"10cv-fix";"5";"ExtraTreesClassifier";"0.201";"49830"
"188";"10cv-fix";"1";"RandomForestClassifier";"0.6066";"1877"
"41156";"10cv-fix";"8";"GradientBoostingClassifier";"0.1358";"2142"
"41156";"lccv-adaptive";"9";"GradientBoostingClassifier";"0.1358";"3253"
"54";"lccv-adaptive";"4";"QuadraticDiscriminantAnalysis";"0.1484";"1545"
"41138";"lccv-adaptive";"5";"RidgeClassifier";"0.055";"3695"
"41157";"10cv-fix";"7";"PassiveAggressiveClassifier";"0.141";"5500"
"41158";"lccv-adaptive";"7";"ExtraTreesClassifier";"0.0514";"7133"
"1494";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.1277";"2289"
"41158";"10cv-fix";"6";"ExtraTreesClassifier";"0.0522";"11533"
"54";"10cv-fix";"3";"QuadraticDiscriminantAnalysis";"0.1484";"1475"
"41138";"10cv-fix";"4";"GradientBoostingClassifier";"0.0307";"2353"
"1461";"10cv-fix";"0";"GradientBoostingClassifier";"0.1065";"21256"
"188";"lccv-adaptive";"2";"SGDClassifier";"0.6286";"1600"
"181";"lccv-adaptive";"3";"RandomForestClassifier";"0.3828";"3052"
"41157";"lccv-adaptive";"8";"PassiveAggressiveClassifier";"0.147";"5133"
"41159";"lccv-adaptive";"6";"RandomForestClassifier";"0.1823";"33254"
"1461";"lccv-adaptive";"1";"MLPClassifier";"0.1118";"17362"
"188";"10cv-fix";"2";"MLPClassifier";"0.6077";"1817"
"41157";"10cv-fix";"8";"PassiveAggressiveClassifier";"0.152";"5758"
"41158";"10cv-fix";"7";"ExtraTreesClassifier";"0.0524";"11242"
"41158";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.0527";"7313"
"181";"10cv-fix";"3";"RandomForestClassifier";"0.3852";"2900"
"41138";"10cv-fix";"5";"GradientBoostingClassifier";"0.0308";"2265"
"41159";"10cv-fix";"6";"ExtraTreesClassifier";"0.2012";"50116"
"1464";"lccv-adaptive";"0";"GradientBoostingClassifier";"0.2411";"866"
"1494";"10cv-fix";"0";"ExtraTreesClassifier";"0.1277";"1498"
"41156";"10cv-fix";"9";"GradientBoostingClassifier";"0.1359";"2146"
"54";"10cv-fix";"4";"QuadraticDiscriminantAnalysis";"0.1484";"1567"
"188";"lccv-adaptive";"3";"RandomForestClassifier";"0.6112";"1551"
"54";"lccv-adaptive";"5";"QuadraticDiscriminantAnalysis";"0.1484";"1706"
"41138";"lccv-adaptive";"6";"GradientBoostingClassifier";"0.0314";"1713"
"41159";"lccv-adaptive";"7";"RandomForestClassifier";"0.1821";"34634"
"1494";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.125";"2444"
"41157";"lccv-adaptive";"9";"PassiveAggressiveClassifier";"0.143";"5187"
"1461";"lccv-adaptive";"2";"MLPClassifier";"0.1119";"17028"
"181";"lccv-adaptive";"4";"RandomForestClassifier";"0.3848";"3346"
"1494";"10cv-fix";"1";"ExtraTreesClassifier";"0.1266";"1415"
"188";"10cv-fix";"3";"MLPClassifier";"0.608";"1906"
"41157";"10cv-fix";"9";"PassiveAggressiveClassifier";"0.142";"5659"
"41158";"lccv-adaptive";"9";"ExtraTreesClassifier";"0.0525";"6875"
"12";"lccv-adaptive";"0";"RidgeClassifier";"0.0199";"6812"
"1461";"10cv-fix";"2";"GradientBoostingClassifier";"0.1065";"21410"
"181";"10cv-fix";"4";"RandomForestClassifier";"0.3833";"3264"
"41159";"lccv-adaptive";"8";"ExtraTreesClassifier";"0.1999";"33340"
"41158";"10cv-fix";"8";"ExtraTreesClassifier";"0.0525";"11032"
"41138";"10cv-fix";"6";"GradientBoostingClassifier";"0.0303";"2360"
"1494";"lccv-adaptive";"2";"ExtraTreesClassifier";"0.1269";"2219"
"54";"lccv-adaptive";"6";"QuadraticDiscriminantAnalysis";"0.1484";"1469"
"188";"lccv-adaptive";"4";"RandomForestClassifier";"0.6102";"1741"
"41138";"lccv-adaptive";"7";"RidgeClassifier";"0.055";"3516"
"1464";"10cv-fix";"0";"GradientBoostingClassifier";"0.2415";"462"
"181";"lccv-adaptive";"5";"RandomForestClassifier";"0.3838";"3545"
"41159";"10cv-fix";"7";"ExtraTreesClassifier";"0.2005";"50341"
"1464";"lccv-adaptive";"1";"MLPClassifier";"0.272";"903"
"1461";"lccv-adaptive";"3";"MLPClassifier";"0.1118";"17135"
"54";"10cv-fix";"5";"QuadraticDiscriminantAnalysis";"0.1484";"1520"
"41158";"10cv-fix";"9";"ExtraTreesClassifier";"0.0516";"11249"
"1461";"10cv-fix";"3";"GradientBoostingClassifier";"0.1065";"21310"
"54";"lccv-adaptive";"7";"QuadraticDiscriminantAnalysis";"0.1504";"1315"
"1494";"10cv-fix";"2";"ExtraTreesClassifier";"0.1273";"1343"
"1464";"10cv-fix";"1";"MLPClassifier";"0.2645";"439"
"12";"lccv-adaptive";"1";"RidgeClassifier";"0.0199";"7206"
"41159";"10cv-fix";"8";"ExtraTreesClassifier";"0.2002";"50171"
"41159";"lccv-adaptive";"9";"RandomForestClassifier";"0.1825";"33792"
"23";"lccv-adaptive";"0";"MLPClassifier";"0.4408";"2349"
"12";"10cv-fix";"0";"GradientBoostingClassifier";"0.0401";"7535"
"188";"lccv-adaptive";"5";"SGDClassifier";"0.6394";"1611"
"1464";"lccv-adaptive";"2";"MLPClassifier";"0.2601";"451"
"54";"10cv-fix";"6";"QuadraticDiscriminantAnalysis";"0.1484";"1448"
"1494";"lccv-adaptive";"3";"ExtraTreesClassifier";"0.1289";"2085"
"1461";"lccv-adaptive";"4";"MLPClassifier";"0.1119";"16896"
"181";"lccv-adaptive";"6";"RandomForestClassifier";"0.3808";"3085"
"41138";"10cv-fix";"7";"GradientBoostingClassifier";"0.0307";"2329"
"41138";"lccv-adaptive";"8";"RidgeClassifier";"0.055";"3569"
"181";"10cv-fix";"5";"RandomForestClassifier";"0.3842";"3041"
"188";"10cv-fix";"4";"RandomForestClassifier";"0.6115";"1986"
"181";"lccv-adaptive";"7";"RandomForestClassifier";"0.3841";"3130"
"54";"10cv-fix";"7";"QuadraticDiscriminantAnalysis";"0.1484";"1491"
"41138";"lccv-adaptive";"9";"RidgeClassifier";"0.055";"1833"
"41138";"10cv-fix";"8";"GradientBoostingClassifier";"0.0301";"2287"
"1494";"10cv-fix";"3";"ExtraTreesClassifier";"0.1264";"1422"
"23";"10cv-fix";"0";"MLPClassifier";"0.4427";"1818"
"3";"lccv-adaptive";"0";"DecisionTreeClassifier";"0.004";"3175"
"1494";"lccv-adaptive";"4";"ExtraTreesClassifier";"0.1272";"2159"
"1464";"lccv-adaptive";"3";"MLPClassifier";"0.26";"799"
"12";"lccv-adaptive";"2";"RidgeClassifier";"0.0199";"7001"
"188";"lccv-adaptive";"6";"MLPClassifier";"0.6066";"1557"
"54";"lccv-adaptive";"8";"QuadraticDiscriminantAnalysis";"0.1484";"1829"
"188";"10cv-fix";"5";"SGDClassifier";"0.6462";"1910"
"41159";"10cv-fix";"9";"ExtraTreesClassifier";"0.2001";"50050"
"23";"lccv-adaptive";"1";"MLPClassifier";"0.4451";"2509"
"12";"10cv-fix";"1";"GradientBoostingClassifier";"0.0399";"7447"
"1461";"lccv-adaptive";"5";"MLPClassifier";"0.1119";"17790"
"181";"10cv-fix";"6";"RandomForestClassifier";"0.3816";"3028"
"1464";"10cv-fix";"2";"MLPClassifier";"0.2713";"453"
"1461";"10cv-fix";"4";"GradientBoostingClassifier";"0.1065";"21706"
"181";"lccv-adaptive";"8";"RandomForestClassifier";"0.386";"3470"
"54";"lccv-adaptive";"9";"QuadraticDiscriminantAnalysis";"0.1504";"1468"
"41138";"10cv-fix";"9";"GradientBoostingClassifier";"0.0312";"2121"
"1461";"10cv-fix";"5";"GradientBoostingClassifier";"0.1065";"21829"
"1494";"lccv-adaptive";"5";"MLPClassifier";"0.1315";"1964"
"23";"10cv-fix";"1";"MLPClassifier";"0.4406";"1845"
"1464";"10cv-fix";"3";"GradientBoostingClassifier";"0.2413";"446"
"1464";"lccv-adaptive";"4";"LogisticRegression";"0.2365";"645"
"23";"lccv-adaptive";"2";"MLPClassifier";"0.4413";"2380"
"188";"lccv-adaptive";"7";"MLPClassifier";"0.6062";"1508"
"1461";"lccv-adaptive";"6";"MLPClassifier";"0.1119";"17067"
"3";"lccv-adaptive";"1";"DecisionTreeClassifier";"0.0045";"3709"
"3";"10cv-fix";"0";"DecisionTreeClassifier";"0.0045";"5255"
"12";"lccv-adaptive";"3";"LinearDiscriminantAnalysis";"0.0176";"5978"
"188";"10cv-fix";"6";"SGDClassifier";"0.6305";"1849"
"12";"10cv-fix";"2";"GradientBoostingClassifier";"0.0399";"7309"
"181";"10cv-fix";"7";"RandomForestClassifier";"0.385";"2922"
"54";"10cv-fix";"8";"QuadraticDiscriminantAnalysis";"0.1484";"1497"
"1494";"10cv-fix";"4";"ExtraTreesClassifier";"0.1254";"1472"
"1487";"lccv-adaptive";"0";"ExtraTreesClassifier";"0.0559";"1479"
"181";"10cv-fix";"8";"RandomForestClassifier";"0.3817";"3221"
"1487";"10cv-fix";"0";"ExtraTreesClassifier";"0.0559";"2947"
"3";"10cv-fix";"1";"DecisionTreeClassifier";"0.0041";"5380"
"1464";"lccv-adaptive";"5";"MLPClassifier";"0.2695";"893"
"181";"lccv-adaptive";"9";"RandomForestClassifier";"0.3828";"2827"
"12";"10cv-fix";"3";"GradientBoostingClassifier";"0.0397";"7133"
"1487";"lccv-adaptive";"1";"ExtraTreesClassifier";"0.0563";"1322"
"1494";"10cv-fix";"5";"ExtraTreesClassifier";"0.1257";"1418"
"54";"10cv-fix";"9";"QuadraticDiscriminantAnalysis";"0.1484";"1467"
"188";"lccv-adaptive";"8";"MLPClassifier";"0.6092";"1770"
"12";"lccv-adaptive";"4";"LinearDiscriminantAnalysis";"0.0176";"6073"
